Countries,Indicators,,2010,2011,2012,2013,2014,2015,2016,2017
Peru,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,1.8927333,1.3654988,0.7995442,0.4852417,0.2780475,0.2356598,0.2066661,0.2417987
Peru,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.4324243,2.4118316,2.5471237,2.6376100,3.0271263,3.1121101,3.1783111,3.1645134
Peru,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,20.9691696,19.7587776,20.3117199,21.5539055,22.6302872,22.3785248,21.0527840,21.2413693
Peru,Gross Domestic Product (GDP) per Capita in PPP Int$,,"9,837.9586900","10,393.2310088","11,169.6767505","11,909.0294365","12,268.9991240","12,678.2415313","13,239.2243671","13,637.9189392"
Saint Kitts and Nevis,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.2968111,5.2703013,5.1722689,5.1982184,4.8482633,4.9222364,4.9842277,5.0368071
Saint Kitts and Nevis,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,55.2149162,55.5362053,55.4070816,56.4826737,52.8781433,54.3240891,48.2279930,47.7699165
Saint Kitts and Nevis,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,1.4909899,1.7286081,0.0000000,0.2437553,0.0000000,0.0000000,0.0000000,0.0000000
Saint Kitts and Nevis,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.9910027,1.9497305,2.0259481,1.9778228,2.0207074,1.9823120,2.2972181,2.3472426
Saint Kitts and Nevis,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,33.9130440,30.8909988,28.6904221,30.6451626,30.1696262,30.1819630,28.1962166,28.7901440
Saint Kitts and Nevis,Gross Domestic Product (GDP) per Capita in PPP Int$,,"22,932.1927598","23,580.0821557","23,603.8683480","25,060.1871881","26,794.3507498","27,376.5693543","28,040.0939363","28,631.8723961"
Saint Lucia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.3526850,5.6121345,5.5849247,5.7820387,4.9561987,4.8046632,5.1975761,4.5458870
Saint Lucia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,54.7626267,55.6045303,51.6547699,52.0742760,47.5503388,47.0163422,49.0520363,44.7530975
Saint Lucia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,2.1907520,2.1292307,0.4225165,0.7503792,0.4469532,0.9504106,3.6933878,0.2273050
Saint Lucia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.9235991,1.9724922,2.2666142,2.3261704,2.1711528,2.1942091,2.1691213,2.2252672
Saint Lucia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,27.5542622,29.3076935,31.1179810,28.5071259,26.7466984,26.1114864,25.4497585,24.9028034
Saint Lucia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"11,691.0217630","12,169.3493442","12,210.6690905","12,285.5325530","13,029.1657535","12,915.5258431","13,708.0185622","14,569.5052241"
Saint Vincent and the Grenadines,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.5512919,4.4651108,4.6882858,4.5695639,4.4032259,4.2642298,4.3495331,4.4871254
Saint Vincent and the Grenadines,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,32.2346420,32.6578255,31.8572464,33.0244675,33.7602997,33.2952385,33.2477760,31.1874218
Saint Vincent and the Grenadines,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,5.1898875,7.3054924,2.8118281,1.4454459,1.8154730,1.5848190,0.4821057,1.2329267
Saint Vincent and the Grenadines,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.6955986,2.5292335,2.9077578,2.8376846,2.6823304,2.6293845,2.7322254,2.8870194
Saint Vincent and the Grenadines,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,32.8439369,30.9967136,27.7391758,31.2788906,32.2137413,28.7254906,28.5920239,30.5188694
Saint Vincent and the Grenadines,Gross Domestic Product (GDP) per Capita in PPP Int$,,"9,711.0504848","9,874.0849534","10,201.6990555","10,569.9212929","10,899.3425013","11,154.1604615","11,477.3711937","11,768.6105751"
Suriname,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.0304246,4.7214398,4.5875521,4.8047557,4.8412762,6.2192669,6.2794118,6.2297697
Suriname,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,23.5806732,27.2014923,28.2746964,27.8724461,28.9827499,21.9985313,21.8363876,26.3795910
Suriname,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,6.4092159,4.1599765,1.7417595,0.7151845,0.6851895,0.3073092,1.3809254,0.2530555
Suriname,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.1315990,1.9183302,1.8808225,2.0231745,2.0091782,3.3882346,3.8874240,3.6481559
Suriname,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,24.8978577,26.9928036,30.8385048,32.1830292,32.6992035,32.1941681,25.6997967,30.9774571
Suriname,Gross Domestic Product (GDP) per Capita in PPP Int$,,"13,920.6712950","14,887.9372267","15,422.6383649","15,990.9980193","16,174.2090305","15,638.8473457","14,792.6680888","15,191.1951846"
Trinidad and Tobago,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.0804291,4.7219791,4.8760519,5.0427294,5.2275052,6.0395117,6.8702593,6.9787355
Trinidad and Tobago,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,46.5680313,44.8161240,44.6857300,43.1730194,42.8314667,41.3060226,41.6769180,39.7774353
Trinidad and Tobago,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.2155358,0.2151873,0.1179575,0.0836489,0.0759127,0.1067605,0.0746613,0.0000000
Trinidad and Tobago,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.4467359,2.3549092,2.3797486,2.5976455,2.6279473,3.1089251,3.5303333,3.7126727
Trinidad and Tobago,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,30.4166756,29.4037228,31.0678043,32.9104614,35.1574478,37.4158936,36.1779404,33.1157341
Trinidad and Tobago,Gross Domestic Product (GDP) per Capita in PPP Int$,,"31,124.3560474","31,447.2928325","32,036.1330184","33,329.3682645","33,288.6888148","34,659.7756616","31,050.8541219","31,607.5402139"
United States of America,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,16.4119530,16.3762932,16.3715324,16.3475170,16.5316620,16.8398819,17.1972599,17.0612698
United States of America,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,12.2069407,12.1979628,12.0534201,11.9434109,11.4864435,11.1720743,11.1175909,10.9929218
United States of America,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
United States of America,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,7.9650135,7.9483218,7.9273143,7.9867868,8.2800541,8.5051966,8.6182232,8.5576143
United States of America,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,43.2471314,42.1155090,40.3330154,39.2281570,38.5519981,38.1335182,38.3776131,37.9508514
United States of America,Gross Domestic Product (GDP) per Capita in PPP Int$,,"48,484.6570692","49,888.6272397","51,558.9806136","52,898.8173787","54,852.3101305","56,639.7695250","57,807.7404993","60,054.9597778"
Uruguay,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.5942154,8.6352902,8.7641296,8.8199730,8.7702227,9.0081987,9.1558952,9.2962112
Uruguay,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,20.4728355,19.4304543,18.4646511,17.6936951,17.0954418,16.9211292,17.5381088,17.5494347
Uruguay,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0419084,0.0346599,0.0288740,0.0341807,0.0535080,0.0197632,0.0193502,0.0065398
Uruguay,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5.1567106,5.3099737,5.6283822,5.8599949,5.9742875,6.1619768,6.3875332,6.5849543
Uruguay,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,30.4523430,29.1788464,30.4834747,31.8231735,32.2985916,32.3481140,33.1554222,33.2985497
Uruguay,Gross Domestic Product (GDP) per Capita in PPP Int$,,"16,732.8792545","17,904.7429211","18,831.7358804","19,984.7974881","20,951.5028833","21,179.6884139","21,694.4049190","22,610.4091174"
Venezuela (Bolivarian Republic of),Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.8310380,7.1771131,6.4481440,5.5941229,5.7764497,5.1289320,3.2170844,1.1812102
Venezuela (Bolivarian Republic of),Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,38.4579048,34.7249908,29.0717754,31.2794323,29.7827148,28.2446919,39.9596520,62.9878769
Venezuela (Bolivarian Republic of),External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0126461,0.0153664,0.0090575,0.0083585,0.0048267,0.0059183,0.0092390,0.0183620
Venezuela (Bolivarian Republic of),Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.5867441,3.0786517,2.8544819,2.1560733,1.9913944,1.9559053,0.7741245,0.1882695
Venezuela (Bolivarian Republic of),General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,31.5788784,39.4724922,43.2969246,38.3152161,41.1547432,45.6838074,47.7498932,13.7339068
Venezuela (Bolivarian Republic of),Gross Domestic Product (GDP) per Capita in PPP Int$,,"16,210.2630411","16,981.3664986","18,004.4762221","18,281.1821398","17,656.6688164","16,511.4384410","13,833.3970798","11,938.7894406"
Afghanistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.5696716,8.5619068,7.8971758,8.8059406,9.5288706,10.1053476,10.9619837,11.7771940
Afghanistan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,78.9966507,73.2551727,74.4862061,72.0478668,73.0559235,78.3822937,75.9743347,75.4825745
Afghanistan,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,15.5287247,21.1386051,21.1718960,22.9173756,21.9838200,16.4454632,18.9478188,19.4201336
Afghanistan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0.4691573,0.4799998,0.3428870,0.4433581,0.4726566,0.5226728,0.5566325,0.6001444
Afghanistan,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,20.8008595,21.9366379,25.0282021,24.9769440,25.4024391,25.9467449,25.9974365,25.8781586
Afghanistan,Gross Domestic Product (GDP) per Capita in PPP Int$,,"1,543.4813741","1,621.3982371","1,822.9974595","1,864.1974343","1,856.7873963","1,820.1042092","1,593.9693087",
Bahrain,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.8429148,3.5769131,4.1064262,4.3107400,4.4068184,4.9750662,4.8582306,4.7481051
Bahrain,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,28.4604607,28.4358501,26.8039227,26.9046040,26.1759987,25.8403873,27.9878578,30.5521755
Bahrain,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Bahrain,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.4198282,2.2369225,2.6834631,2.8083532,2.8672535,3.2280612,2.9812138,2.7528629
Bahrain,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,28.5477867,27.7541580,31.9148922,34.3277473,28.4132538,36.5632744,35.0981369,32.4101181
Bahrain,Gross Domestic Product (GDP) per Capita in PPP Int$,,"39,739.6123921","40,164.5820964","41,746.8251660","44,262.5828352","46,323.0472039","46,911.4793048","47,235.8933157","47,709.1666515"
Djibouti,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.2971101,4.7382941,4.6317687,4.0986981,4.1381435,4.3893013,3.7493184,3.3165178
Djibouti,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,29.0393086,24.2288055,22.9479656,24.0580845,22.6595268,20.3841896,23.3940296,26.5042152
Djibouti,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,9.7830792,11.2830362,18.4858894,13.0907431,16.5812817,23.0142136,27.1233234,25.7812653
Djibouti,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.6074500,3.0084903,2.6530316,2.5367940,2.4614906,2.3975146,1.8332306,1.5603814
Djibouti,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,37.4069977,35.5005417,37.1922417,37.6655655,40.5317688,58.9140968,45.0479469,38.3432312
Djibouti,Gross Domestic Product (GDP) per Capita in PPP Int$,,"2,513.4240007","2,705.4046362","2,838.6757716","2,977.2295787","3,157.0477653","3,342.1894433","3,485.9576598","3,533.4976321"
Egypt,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.1531949,4.3570695,4.5530543,4.6541605,4.6917372,5.3365727,5.3630462,5.2876368
Egypt,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,62.6281014,60.4951019,62.9862289,61.2108154,59.0389671,59.4543037,59.0074196,60.0825119
Egypt,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.6414636,0.5747035,0.3895082,0.1720832,1.4649669,0.2021538,0.9929720,0.3357296
Egypt,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.3676884,1.4745991,1.3523018,1.4390454,1.4845539,1.6673297,1.6556836,1.7446686
Egypt,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,31.3577557,30.5484562,30.8363876,34.6204567,35.6736641,32.9643593,32.7341118,32.1899147
Egypt,Gross Domestic Product (GDP) per Capita in PPP Int$,,"10,154.2989383","10,329.5230663","10,011.8360998","10,179.0232972","10,440.9108144","10,783.0653568","11,147.7004290","11,608.3763955"
Iran,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.7547312,6.6072507,6.6364861,5.9937987,6.9135108,7.7605791,8.8595066,8.6596642
Iran,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,59.3972206,57.5215340,54.9614716,51.0669518,42.1944695,40.9317780,42.2937508,41.7565651
Iran,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0321305,0.0218119
Iran,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.1856141,2.2039998,2.2769606,2.3070972,3.4825141,4.0419407,4.4838033,4.4378443
Iran,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,18.3862534,18.3063278,14.2676725,14.3776531,15.4094267,17.8847771,19.5490799,19.3488255
Iran,Gross Domestic Product (GDP) per Capita in PPP Int$,,"17,417.2091070","18,101.1991426","16,811.0297133","16,834.2556328","17,483.8677948","17,182.4674394","19,320.6750410","20,190.1099591"
Iraq,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.2305560,2.7913182,2.6903942,2.8193977,2.7965491,3.1427908,3.2669890,4.1666303
Iraq,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,26.1043510,25.1350937,61.7380676,58.3497772,61.8371506,76.4699783,78.0591660,58.0432968
Iraq,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0086049,0.7381938,0.7320523,0.7344236,0.2703368,0.3857455,0.0831198
Iraq,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.3866377,2.0888765,1.0089587,1.1463512,1.0374757,0.7303820,0.7035813,1.7441737
Iraq,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,49.5753517,43.3691864,42.8915100,48.2489815,43.7827797,43.4424210,41.8496132,34.9986076
Iraq,Gross Domestic Product (GDP) per Capita in PPP Int$,,"12,457.3739698","13,261.6018666","14,906.4770117","15,787.1144356","15,679.6593855","15,742.6870323",,
Jordan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.3892975,8.2993193,7.8829236,7.2476955,7.3114948,7.5931578,7.1670561,8.1192513
Jordan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,21.8551464,20.9016399,21.5831432,22.1334858,20.8907738,29.3695755,30.0987186,30.4274254
Jordan,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,4.5108004,3.7470725,6.1503420,6.3320026,5.8854718,0.8010118,4.2206774,9.3012486
Jordan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5.5964184,5.5976677,5.0772133,4.4610744,4.7140918,4.0653782,3.5341959,3.6374681
Jordan,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,32.8802910,36.3070946,37.1386261,33.9851990,36.0845108,33.2689476,28.9220276,29.3533535
Jordan,Gross Domestic Product (GDP) per Capita in PPP Int$,,"9,278.9297387","9,260.7410564","9,265.3449088","9,208.9614979","9,239.1124445","9,164.5245429","9,185.0552974","9,319.3235555"
Kuwait,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.7570362,2.6180842,2.5737860,2.5854390,3.1975801,4.0147362,3.9735429,5.2913847
Kuwait,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,13.9254389,12.4887686,13.5566187,13.9389191,12.7027016,14.3786135,16.0450630,12.6153097
Kuwait,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Kuwait,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.3338070,2.2558336,2.1879234,2.1865890,2.7481906,3.3765554,3.3359857,4.6238604
Kuwait,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,44.7413788,39.0572052,38.8140869,38.1458550,44.2821655,54.4048958,53.7512131,51.8353043
Kuwait,Gross Domestic Product (GDP) per Capita in PPP Int$,,"73,665.1168275","77,460.2668985","79,106.2645713","76,830.2512412","74,847.6122760","73,130.9672454","73,347.6671540","71,752.7572967"
Lebanon,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.4433208,8.1471138,7.9314342,7.5797806,7.8462958,7.6793432,7.8226404,8.1955442
Lebanon,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,43.5850067,40.1866074,32.8113556,32.8643189,33.8356972,33.1749191,33.5261612,33.2187462
Lebanon,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.7400816,0.6280391,0.5858305,0.7939998,0.7850831,1.3438615,0.8335004,0.9691112
